#Date     	Time    	T IR	T Sens	Mag  	Hz   	Alt	Azi  	Lat    	Lon   	SL m
2018-09-01 	23:24:12	-4.65	24.35	20.76	0.637	82	134	38:20:51,67637	-4:54:6,01481	687
2018-09-01 	23:24:13	-4.65	24.41	20.76	0.637	81	136	38:20:51,68083	-4:54:6,01794	687
2018-09-01 	23:24:14	-2.23	24.35	20.76	0.637	63	139	38:20:51,68155	-4:54:6,01358	687
2018-09-01 	23:24:15	-2.19	24.37	20.76	0.637	60	142	38:20:51,68011	-4:54:6,01254	687
2018-09-01 	23:24:16	-2.11	24.35	20.76	0.637	60	142	38:20:51,679	-4:54:6,00736	687
2018-09-01 	23:24:17	-2.19	24.37	20.93	0.545	60	142	38:20:51,67511	-4:54:6,00185	687
2018-09-01 	23:24:18	-2.19	24.37	20.93	0.545	60	142	38:20:51,67216	-4:54:5,9949	687
2018-09-01 	23:24:19	-2.23	24.35	20.93	0.545	60	142	38:20:51,67324	-4:54:5,99094	687
2018-09-01 	23:24:20	-2.19	24.35	20.93	0.545	60	141	38:20:51,6763	-4:54:5,99105	687
2018-09-01 	23:24:21	-2.23	24.37	20.93	0.545	60	142	38:20:51,67237	-4:54:5,98705	688
2018-09-01 	23:24:22	-2.15	24.37	20.93	0.545	60	142	38:20:51,67043	-4:54:5,98392	688
2018-09-01 	23:24:23	-2.23	24.35	20.93	0.545	60	142	38:20:51,66701	-4:54:5,98262	688
2018-09-01 	23:24:24	1.71	24.37	20.93	0.545	29	156	38:20:51,6669	-4:54:5,97859	688
2018-09-01 	23:24:25	4.33	24.37	20.93	0.545	38	146	38:20:51,67205	-4:54:5,97262	688
2018-09-01 	23:24:26	4.31	24.37	20.93	0.545	38	146	38:20:51,67831	-4:54:5,96786	687
2018-09-01 	23:24:27	4.27	24.35	20.81	0.608	38	146	38:20:51,68483	-4:54:5,96027	687
2018-09-01 	23:24:28	4.41	24.37	20.81	0.608	38	145	38:20:51,68738	-4:54:5,95454	687
2018-09-01 	23:24:29	4.45	24.33	20.81	0.608	38	145	38:20:51,68688	-4:54:5,95159	687
2018-09-01 	23:24:30	4.33	24.35	20.81	0.608	38	146	38:20:51,68735	-4:54:5,94868	687
2018-09-01 	23:24:31	4.33	24.37	20.81	0.608	38	146	38:20:51,68724	-4:54:5,94655	687
2018-09-01 	23:24:32	4.41	24.35	20.81	0.608	39	146	38:20:51,6876	-4:54:5,94526	687
2018-09-01 	23:24:33	4.41	24.35	20.81	0.608	38	146	38:20:51,68782	-4:54:5,94468	687
2018-09-01 	23:24:34	4.49	24.37	20.81	0.608	39	146	38:20:51,68807	-4:54:5,9445	687
2018-09-01 	23:24:35	9.57	24.37	20.81	0.608	23	148	38:20:51,68814	-4:54:5,94446	687
2018-09-01 	23:24:37	9.57	24.35	20.6	0.738	22	148	38:20:51,69088	-4:54:5,94626	687
2018-09-01 	23:24:38	9.57	24.37	20.6	0.738	22	148	38:20:51,6881	-4:54:5,94817	687
2018-09-01 	23:24:39	9.57	24.37	20.6	0.738	22	148	38:20:51,688	-4:54:5,94947	687
2018-09-01 	23:24:40	9.57	24.37	20.6	0.738	22	147	38:20:51,69379	-4:54:5,95202	687
2018-09-01 	23:24:41	9.57	24.37	20.6	0.738	23	147	38:20:51,70463	-4:54:5,94864	687
2018-09-01 	23:24:42	9.57	24.35	20.6	0.738	22	148	38:20:51,70837	-4:54:5,95102	687
2018-09-01 	23:24:43	9.63	24.39	20.6	0.738	22	148	38:20:51,71179	-4:54:5,95282	687
2018-09-01 	23:24:44	9.63	24.39	20.6	0.738	22	148	38:20:51,71237	-4:54:5,95613	687
2018-09-01 	23:24:45	-1.75	24.37	20.6	0.738	74	122	38:20:51,71086	-4:54:5,95552	687
2018-09-01 	23:24:46	1.63	24.35	20.6	0.738	40	318	38:20:51,71014	-4:54:5,9575	687
2018-09-01 	23:24:47	8.97	24.37	20.6	0.738	26	272	38:20:51,70772	-4:54:5,95728	687
2018-09-01 	23:24:48	9.03	24.39	20.66	0.698	26	274	38:20:51,70643	-4:54:5,95415	687
2018-09-01 	23:24:49	8.97	24.37	20.66	0.698	27	274	38:20:51,70783	-4:54:5,9549	687
2018-09-01 	23:24:50	8.97	24.37	20.66	0.698	26	274	38:20:51,70823	-4:54:5,95382	687
2018-09-01 	23:24:51	8.97	24.37	20.82	0.603	27	274	38:20:51,70924	-4:54:5,95505	687
2018-09-01 	23:24:52	8.89	24.37	20.82	0.603	27	275	38:20:51,7142	-4:54:5,9584	687
2018-09-01 	23:24:53	9.03	24.37	20.82	0.603	27	274	38:20:51,71766	-4:54:5,96632	687
2018-09-01 	23:24:54	9.03	24.39	20.82	0.603	27	274	38:20:51,71896	-4:54:5,97456	687
2018-09-01 	23:24:55	9.03	24.39	20.82	0.603	26	273	38:20:51,71989	-4:54:5,98219	687
2018-09-01 	23:24:56	8.97	24.37	20.82	0.603	27	274	38:20:51,72202	-4:54:5,98824	687
2018-09-01 	23:24:57	9.07	24.37	20.82	0.603	27	274	38:20:51,72486	-4:54:5,99015	687
2018-09-01 	23:24:58	4.33	24.37	20.82	0.603	40	279	38:20:51,72544	-4:54:5,99285	687
2018-09-01 	23:24:59	4.31	24.37	20.82	0.603	40	279	38:20:51,72713	-4:54:5,99771	687
2018-09-01 	23:25:00	4.41	24.39	20.82	0.603	40	280	38:20:51,72072	-4:54:5,98878	686
2018-09-01 	23:25:01	4.37	24.39	20.8	0.614	39	279	38:20:51,7187	-4:54:5,9828	687
2018-09-01 	23:25:02	4.33	24.39	20.8	0.614	40	279	38:20:51,71114	-4:54:5,98208	687
2018-09-01 	23:25:03	4.37	24.37	20.8	0.614	40	279	38:20:51,70913	-4:54:5,98702	687
2018-09-01 	23:25:04	4.33	24.39	20.8	0.614	40	279	38:20:51,71165	-4:54:5,97848	686
2018-09-01 	23:25:05	4.37	24.39	20.8	0.614	40	279	38:20:51,71309	-4:54:5,97758	686
2018-09-01 	23:25:07	4.41	24.37	20.8	0.614	40	279	38:20:51,71489	-4:54:5,97989	687
2018-09-01 	23:25:08	-1.51	24.37	20.8	0.614	60	279	38:20:51,71586	-4:54:5,97575	687
2018-09-01 	23:25:09	-1.51	24.37	20.8	0.614	60	282	38:20:51,71615	-4:54:5,97852	687
2018-09-01 	23:25:10	-1.55	24.41	20.8	0.614	59	280	38:20:51,71428	-4:54:5,97002	687
2018-09-01 	23:25:11	-1.59	24.39	20.8	0.614	59	281	38:20:51,71392	-4:54:5,96372	687
2018-09-01 	23:25:12	-1.55	24.39	21.06	0.483	60	280	38:20:51,7137	-4:54:5,96142	687
2018-09-01 	23:25:13	-1.67	24.37	21.06	0.483	60	280	38:20:51,71136	-4:54:5,96336	687
2018-09-01 	23:25:14	-1.63	24.41	21.06	0.483	60	281	38:20:51,70769	-4:54:5,96599	687
2018-09-01 	23:25:15	-1.63	24.39	21.06	0.483	59	280	38:20:51,70488	-4:54:5,9683	687
2018-09-01 	23:25:16	-1.63	24.37	21.06	0.483	59	281	38:20:51,70322	-4:54:5,96984	687
2018-09-01 	23:25:17	-1.59	24.41	21.06	0.483	59	281	38:20:51,70434	-4:54:5,97348	688
2018-09-01 	23:25:18	-4.85	24.39	21.06	0.483	78	98	38:20:51,70654	-4:54:5,97564	688
2018-09-01 	23:25:19	-4.69	24.41	21.06	0.483	81	101	38:20:51,70931	-4:54:5,97668	688
2018-09-01 	23:25:20	-4.69	24.41	20.82	0.603	82	100	38:20:51,70787	-4:54:5,97582	688
2018-09-01 	23:25:21	-4.69	24.41	20.82	0.603	81	100	38:20:51,70607	-4:54:5,97604	688
2018-09-01 	23:25:22	-4.69	24.41	20.82	0.603	82	100	38:20:51,7047	-4:54:5,9764	688
2018-09-01 	23:25:23	-4.69	24.39	20.76	0.637	82	100	38:20:51,70387	-4:54:5,97679	688
2018-09-01 	23:25:24	-4.61	24.39	20.76	0.637	81	99	38:20:51,70344	-4:54:5,97697	688
2018-09-01 	23:25:25	-4.73	24.41	20.76	0.637	82	102	38:20:51,70322	-4:54:5,97712	688
2018-09-01 	23:25:26	-4.69	24.41	20.76	0.637	82	102	38:20:51,70308	-4:54:5,97719	688
2018-09-01 	23:25:27	-4.73	24.39	20.76	0.637	82	99	38:20:51,70297	-4:54:5,97715	688
2018-09-01 	23:25:28	-4.73	24.41	20.76	0.637	81	100	38:20:51,70286	-4:54:5,97712	688
2018-09-01 	23:25:29	-2.23	24.39	20.79	0.619	60	103	38:20:51,70279	-4:54:5,97712	688
2018-09-01 	23:25:30	-2.19	24.39	20.79	0.619	60	103	38:20:51,70265	-4:54:5,97708	688
2018-09-01 	23:25:32	-2.19	24.41	20.79	0.619	60	102	38:20:51,70243	-4:54:5,97701	688
2018-09-01 	23:25:33	-2.23	24.39	20.89	0.565	60	102	38:20:51,7024	-4:54:5,97697	688
2018-09-01 	23:25:34	-2.23	24.39	20.89	0.565	60	102	38:20:51,70056	-4:54:5,97323	688
2018-09-01 	23:25:35	-2.19	24.41	20.89	0.565	60	102	38:20:51,71294	-4:54:5,97362	688
2018-09-01 	23:25:36	-2.23	24.39	20.88	0.57	60	102	38:20:51,71521	-4:54:5,97251	688
2018-09-01 	23:25:37	-2.23	24.39	20.88	0.57	60	103	38:20:51,71788	-4:54:5,97384	688
2018-09-01 	23:25:38	-2.31	24.41	20.88	0.57	60	102	38:20:51,72292	-4:54:5,97827	688
2018-09-01 	23:25:39	3.55	24.41	20.81	0.608	39	107	38:20:51,72227	-4:54:5,9756	688
2018-09-01 	23:25:40	3.53	24.37	20.81	0.608	40	106	38:20:51,71726	-4:54:5,97146	688
2018-09-01 	23:25:41	3.63	24.39	20.81	0.608	40	107	38:20:51,71561	-4:54:5,97172	688
2018-09-01 	23:25:42	3.59	24.41	20.65	0.705	40	106	38:20:51,71233	-4:54:5,9701	688
2018-09-01 	23:25:43	3.63	24.39	20.65	0.705	40	106	38:20:51,7087	-4:54:5,96668	688
2018-09-01 	23:25:44	3.55	24.43	20.65	0.705	40	106	38:20:51,71176	-4:54:5,96358	688
2018-09-01 	23:25:45	3.55	24.39	20.65	0.705	40	105	38:20:51,71204	-4:54:5,95958	688
2018-09-01 	23:25:46	3.55	24.41	20.65	0.705	40	106	38:20:51,71532	-4:54:5,96045	688
2018-09-01 	23:25:47	3.55	24.39	20.65	0.705	40	106	38:20:51,71579	-4:54:5,96257	688
2018-09-01 	23:25:48	3.55	24.39	20.66	0.698	40	106	38:20:51,71435	-4:54:5,96347	688
2018-09-01 	23:25:49	8.69	24.41	20.66	0.698	23	108	38:20:51,71294	-4:54:5,96747	688
2018-09-01 	23:25:50	8.97	24.39	20.66	0.698	23	109	38:20:51,71035	-4:54:5,97143	688
2018-09-01 	23:25:51	8.97	24.41	20.36	0.92	23	109	38:20:51,71384	-4:54:5,97352	688
2018-09-01 	23:25:52	8.97	24.37	20.36	0.92	22	109	38:20:51,71683	-4:54:5,97038	687
2018-09-01 	23:25:53	8.97	24.39	20.36	0.92	23	109	38:20:51,71953	-4:54:5,96653	687
2018-09-01 	23:25:55	8.89	24.39	20.36	0.92	22	109	38:20:51,72472	-4:54:5,96005	687
2018-09-01 	23:25:56	8.97	24.39	20.36	0.92	23	109	38:20:51,72626	-4:54:5,95764	687
2018-09-01 	23:25:57	8.89	24.41	20.36	0.92	23	109	38:20:51,72695	-4:54:5,95667	687
2018-09-01 	23:25:58	9.01	24.41	20.36	0.92	23	109	38:20:51,72727	-4:54:5,95609	687
2018-09-01 	23:25:59	8.97	24.43	20.36	0.92	21	112	38:20:51,72752	-4:54:5,95566	687
2018-09-01 	23:26:00	-4.89	24.41	20.36	0.92	81	252	38:20:51,7277	-4:54:5,95552	687
2018-09-01 	23:26:01	9.21	24.43	20.36	0.92	24	260	38:20:51,72778	-4:54:5,95541	687
2018-09-01 	23:26:02	9.43	24.39	20.89	0.565	25	242	38:20:51,72778	-4:54:5,95541	687
2018-09-01 	23:26:03	9.47	24.39	20.89	0.565	25	242	38:20:51,72774	-4:54:5,95541	687
2018-09-01 	23:26:04	9.47	24.39	20.89	0.565	25	242	38:20:51,72774	-4:54:5,95544	687
2018-09-01 	23:26:05	9.57	24.41	20.89	0.565	25	243	38:20:51,7277	-4:54:5,95544	687
2018-09-01 	23:26:06	9.49	24.43	20.92	0.55	25	242	38:20:51,7277	-4:54:5,95537	687
2018-09-01 	23:26:07	9.57	24.41	20.92	0.55	25	243	38:20:51,7277	-4:54:5,95534	687
2018-09-01 	23:26:08	9.49	24.43	20.92	0.55	25	243	38:20:51,7277	-4:54:5,9553	687
2018-09-01 	23:26:09	9.57	24.43	20.92	0.55	25	242	38:20:51,72774	-4:54:5,95534	687
2018-09-01 	23:26:10	9.49	24.41	20.92	0.55	25	242	38:20:51,72774	-4:54:5,9553	687
2018-09-01 	23:26:11	9.53	24.39	20.92	0.55	25	243	38:20:51,72778	-4:54:5,95523	687
2018-09-01 	23:26:12	8.55	24.41	20.92	0.55	27	245	38:20:51,72778	-4:54:5,95519	687
2018-09-01 	23:26:13	4.81	24.43	20.89	0.565	39	246	38:20:51,72781	-4:54:5,95519	687
2018-09-01 	23:26:14	4.97	24.41	20.89	0.565	38	246	38:20:51,72785	-4:54:5,95516	687
2018-09-01 	23:26:15	4.97	24.43	20.89	0.565	38	245	38:20:51,72792	-4:54:5,95523	687
2018-09-01 	23:26:16	4.97	24.43	20.89	0.565	38	246	38:20:51,72799	-4:54:5,95526	687
2018-09-01 	23:26:17	4.97	24.43	20.89	0.565	39	246	38:20:51,72806	-4:54:5,95526	687
2018-09-01 	23:26:18	4.93	24.43	20.89	0.565	38	245	38:20:51,72814	-4:54:5,95526	687
2018-09-01 	23:26:19	5.01	24.43	20.89	0.565	38	246	38:20:51,72814	-4:54:5,95526	687
2018-09-01 	23:26:20	4.85	24.41	20.89	0.565	39	246	38:20:51,72814	-4:54:5,95526	687
2018-09-01 	23:26:21	4.97	24.43	20.89	0.565	38	246	38:20:51,7276	-4:54:5,9508	687
2018-09-01 	23:26:22	4.89	24.43	20.89	0.565	33	241	38:20:51,7245	-4:54:5,95037	687
2018-09-01 	23:26:23	-1.17	24.43	20.89	0.565	58	244	38:20:51,72356	-4:54:5,95116	687
2018-09-01 	23:26:24	-1.17	24.43	21.03	0.497	58	245	38:20:51,72418	-4:54:5,95192	687
2018-09-01 	23:26:25	-1.17	24.45	21.03	0.497	59	245	38:20:51,72432	-4:54:5,95156	687
2018-09-01 	23:26:26	-1.25	24.45	21.03	0.497	58	244	38:20:51,72302	-4:54:5,94875	687
2018-09-01 	23:26:27	-1.21	24.45	21.03	0.497	59	245	38:20:51,72266	-4:54:5,9472	687
2018-09-01 	23:26:28	-1.25	24.45	21.08	0.474	58	244	38:20:51,71942	-4:54:5,94457	687
2018-09-01 	23:26:29	-1.21	24.45	21.08	0.474	58	245	38:20:51,71474	-4:54:5,94533	688
2018-09-01 	23:26:30	-1.21	24.43	21.08	0.474	58	244	38:20:51,70711	-4:54:5,94522	688
2018-09-01 	23:26:31	-1.25	24.45	21.08	0.474	58	245	38:20:51,70711	-4:54:5,94522	688
2018-09-01 	23:26:32	-1.21	24.45	21.08	0.474	58	245	38:20:51,70229	-4:54:5,94443	688
2018-09-01 	23:26:33	-4.81	24.49	21.08	0.474	84	75	38:20:51,70229	-4:54:5,94443	688
2018-09-01 	23:26:34	-4.85	24.45	21.08	0.474	82	73	38:20:51,69998	-4:54:5,94425	688
2018-09-01 	23:26:35	-4.69	24.45	21.08	0.474	83	70	38:20:51,6953	-4:54:5,94277	688
2018-09-01 	23:26:36	-4.81	24.45	20.76	0.637	83	69	38:20:51,6908	-4:54:5,94097	688
2018-09-01 	23:26:37	-4.81	24.45	20.76	0.637	82	71	38:20:51,68504	-4:54:5,93816	688
2018-09-01 	23:26:38	-4.81	24.49	20.76	0.637	83	73	38:20:51,67802	-4:54:5,93575	688
2018-09-01 	23:26:39	-4.89	24.45	20.76	0.637	83	76	38:20:51,67349	-4:54:5,93348	688
2018-09-01 	23:26:40	-4.89	24.45	20.76	0.637	82	70	38:20:51,67122	-4:54:5,93086	688
2018-09-01 	23:26:41	-4.85	24.45	20.76	0.637	82	73	38:20:51,6701	-4:54:5,92859	689
2018-09-01 	23:26:42	-4.85	24.49	20.76	0.637	83	73	38:20:51,67028	-4:54:5,92754	689
2018-09-01 	23:26:43	-3.75	24.49	20.76	0.637	82	63	38:20:51,66791	-4:54:5,92859	688
2018-09-01 	23:26:44	-2.83	24.49	20.76	0.637	61	68	38:20:51,66622	-4:54:5,92891	688
2018-09-01 	23:26:45	-2.75	24.51	20.76	0.637	62	68	38:20:51,66532	-4:54:5,92913	688
2018-09-01 	23:26:46	-2.87	24.45	20.76	0.637	62	66	38:20:51,66481	-4:54:5,92913	688
2018-09-01 	23:26:47	-2.83	24.45	20.76	0.637	62	67	38:20:51,66452	-4:54:5,92909	688
2018-09-01 	23:26:48	-2.79	24.49	20.76	0.637	62	66	38:20:51,66438	-4:54:5,92909	688
2018-09-01 	23:26:50	-2.87	24.45	20.76	0.637	61	67	38:20:51,66424	-4:54:5,92909	688
2018-09-01 	23:26:51	-2.87	24.49	20.76	0.637	61	68	38:20:51,66427	-4:54:5,92909	688
2018-09-01 	23:26:52	-2.79	24.45	20.76	0.637	61	67	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:53	-2.87	24.45	20.76	0.637	62	67	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:54	2.99	24.43	20.52	0.794	41	69	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:55	2.99	24.43	20.52	0.794	41	69	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:56	2.95	24.43	20.33	0.946	41	69	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:57	3.07	24.45	20.33	0.946	41	69	38:20:51,6642	-4:54:5,92913	688
2018-09-01 	23:26:58	3.07	24.49	20.33	0.946	41	70	38:20:51,66416	-4:54:5,92909	688
2018-09-01 	23:26:59	3.07	24.45	20.33	0.946	41	69	38:20:51,66424	-4:54:5,92909	688
2018-09-01 	23:27:00	3.15	24.49	20.33	0.946	41	69	38:20:51,66427	-4:54:5,92906	688
2018-09-01 	23:27:01	3.25	24.45	20.33	0.946	41	69	38:20:51,66434	-4:54:5,92906	688
2018-09-01 	23:27:02	3.25	24.45	20.33	0.946	41	69	38:20:51,66442	-4:54:5,92909	688
2018-09-01 	23:27:03	3.25	24.45	20.33	0.946	41	69	38:20:51,66449	-4:54:5,92913	688
2018-09-01 	23:27:04	8.47	24.49	19.71	1.675	23	74	38:20:51,6646	-4:54:5,9292	688
2018-09-01 	23:27:05	8.45	24.51	19.71	1.675	24	73	38:20:51,66463	-4:54:5,92924	688
2018-09-01 	23:27:06	8.41	24.45	19.62	1.82	24	72	38:20:51,66467	-4:54:5,92931	688
2018-09-01 	23:27:07	8.41	24.49	19.61	1.837	24	73	38:20:51,66467	-4:54:5,92938	688
2018-09-01 	23:27:08	8.37	24.51	19.62	1.82	24	73	38:20:51,66463	-4:54:5,92942	688
2018-09-01 	23:27:09	8.41	24.45	19.61	1.837	24	73	38:20:51,66456	-4:54:5,92945	688
2018-09-01 	23:27:10	8.37	24.49	19.62	1.82	24	73	38:20:51,66456	-4:54:5,92945	688
2018-09-01 	23:27:11	8.29	24.49	19.62	1.82	24	73	38:20:51,6646	-4:54:5,92949	688
2018-09-01 	23:27:13	8.27	24.45	19.62	1.82	24	73	38:20:51,66456	-4:54:5,9296	688
2018-09-01 	23:27:14	3.55	24.45	19.67	1.738	40	69	38:20:51,66456	-4:54:5,9296	688
2018-09-01 	23:27:15	-4.09	24.45	19.67	1.738	60	237	38:20:51,66082	-4:54:5,92607	688
2018-09-01 	23:27:16	9.07	24.49	19.67	1.738	24	223	38:20:51,6628	-4:54:5,927	688
2018-09-01 	23:27:17	9.03	24.45	19.67	1.738	24	223	38:20:51,65862	-4:54:5,9261	689
2018-09-01 	23:27:18	9.07	24.49	20.78	0.625	24	223	38:20:51,65938	-4:54:5,92538	689
2018-09-01 	23:27:19	9.01	24.43	20.78	0.625	24	223	38:20:51,66262	-4:54:5,92711	689
2018-09-01 	23:27:20	9.07	24.49	20.78	0.625	24	223	38:20:51,66546	-4:54:5,92949	689
2018-09-01 	23:27:21	9.19	24.51	20.76	0.637	24	223	38:20:51,66528	-4:54:5,93222	689
2018-09-01 	23:27:22	9.07	24.49	20.76	0.637	24	223	38:20:51,66762	-4:54:5,9301	689
2018-09-01 	23:27:23	9.15	24.49	20.76	0.637	24	223	38:20:51,6723	-4:54:5,92852	689
2018-09-01 	23:27:24	9.07	24.51	20.76	0.637	24	223	38:20:51,67428	-4:54:5,93032	689
2018-09-01 	23:27:25	9.07	24.45	20.76	0.637	24	223	38:20:51,67712	-4:54:5,93017	689
2018-09-01 	23:27:26	9.19	24.49	20.76	0.637	24	223	38:20:51,67723	-4:54:5,93003	689
2018-09-01 	23:27:27	4.59	24.49	20.76	0.637	36	223	38:20:51,67817	-4:54:5,93111	689
2018-09-01 	23:27:28	4.67	24.49	20.76	0.637	37	224	38:20:51,6791	-4:54:5,93233	689
2018-09-01 	23:27:29	4.67	24.53	20.76	0.637	37	224	38:20:51,6755	-4:54:5,92812	689
2018-09-01 	23:27:30	4.75	24.53	20.89	0.565	37	224	38:20:51,66946	-4:54:5,91678	689
2018-09-01 	23:27:31	4.59	24.49	20.89	0.565	37	224	38:20:51,66395	-4:54:5,91066	689
2018-09-01 	23:27:32	4.75	24.55	20.89	0.565	37	224	38:20:51,66226	-4:54:5,90328	689
2018-09-01 	23:27:33	4.67	24.51	20.89	0.565	37	224	38:20:51,6669	-4:54:5,90346	689
2018-09-01 	23:27:34	4.63	24.51	20.89	0.565	37	224	38:20:51,66848	-4:54:5,90015	689
2018-09-01 	23:27:35	4.63	24.55	20.89	0.565	37	224	38:20:51,66676	-4:54:5,90036	689
2018-09-01 	23:27:36	4.59	24.49	20.89	0.565	37	224	38:20:51,66539	-4:54:5,9009	689
2018-09-01 	23:27:37	-1.55	24.53	20.89	0.565	53	219	38:20:51,66665	-4:54:5,90108	689
2018-09-01 	23:27:38	-1.59	24.49	20.91	0.555	57	222	38:20:51,66514	-4:54:5,89802	689
2018-09-01 	23:27:39	-1.55	24.51	20.91	0.555	58	222	38:20:51,66182	-4:54:5,89766	689
2018-09-01 	23:27:40	-1.55	24.53	20.91	0.555	58	223	38:20:51,65812	-4:54:5,89784	689
2018-09-01 	23:27:41	-1.51	24.53	20.91	0.555	58	222	38:20:51,65372	-4:54:5,89954	689
2018-09-01 	23:27:42	-1.55	24.51	21.02	0.501	58	222	38:20:51,65117	-4:54:5,89846	689
2018-09-01 	23:27:44	-1.59	24.53	21.02	0.501	58	222	38:20:51,64973	-4:54:5,89784	689
2018-09-01 	23:27:45	-1.63	24.51	21.02	0.501	57	222	38:20:51,64944	-4:54:5,89727	689
2018-09-01 	23:27:45	-1.55	24.53	21.02	0.501	58	223	38:20:51,64933	-4:54:5,89691	689
2018-09-01 	23:27:46	-1.59	24.53	21.02	0.501	58	222	38:20:51,64919	-4:54:5,89676	689
2018-09-01 	23:27:47	-2.59	24.51	21.02	0.501	64	214	38:20:51,64951	-4:54:5,89392	689
2018-09-01 	23:27:48	-5.07	24.51	21.02	0.501	85	61	38:20:51,65171	-4:54:5,89676	690
2018-09-01 	23:27:49	-5.15	24.51	20.79	0.619	85	56	38:20:51,65484	-4:54:5,89471	689
2018-09-01 	23:27:50	-5.11	24.53	20.79	0.619	85	57	38:20:51,65452	-4:54:5,89723	690
2018-09-01 	23:27:51	-4.93	24.53	20.79	0.619	85	57	38:20:51,65016	-4:54:5,91232	690
2018-09-01 	23:27:52	-4.93	24.53	20.78	0.625	85	59	38:20:51,64573	-4:54:5,92006	691
2018-09-01 	23:27:53	-4.99	24.51	20.78	0.625	85	56	38:20:51,64548	-4:54:5,926	691
2018-09-01 	23:27:54	-4.99	24.55	20.78	0.625	85	58	38:20:51,64462	-4:54:5,92866	691
2018-09-01 	23:27:55	-4.85	24.53	20.78	0.625	85	59	38:20:51,64321	-4:54:5,93377	691
2018-09-01 	23:27:56	-4.93	24.51	20.78	0.625	85	58	38:20:51,64368	-4:54:5,94191	691
2018-09-01 	23:27:57	-5.03	24.51	20.78	0.625	85	59	38:20:51,6426	-4:54:5,93586	691
2018-09-01 	23:27:58	-3.15	24.51	20.78	0.625	65	43	38:20:51,63619	-4:54:5,92895	690
2018-09-01 	23:27:59	-3.07	24.53	20.72	0.661	63	45	38:20:51,6296	-4:54:5,92225	690
2018-09-01 	23:28:00	-3.11	24.55	20.72	0.661	63	45	38:20:51,62478	-4:54:5,92229	690
2018-09-01 	23:28:01	-3.11	24.53	20.65	0.705	63	45	38:20:51,61787	-4:54:5,92488	691
2018-09-01 	23:28:02	-3.11	24.51	20.65	0.705	63	46	38:20:51,61682	-4:54:5,92744	691
2018-09-01 	23:28:03	-3.07	24.53	20.65	0.705	63	45	38:20:51,61891	-4:54:5,92816	691
2018-09-01 	23:28:04	-3.07	24.51	20.65	0.705	63	45	38:20:51,61934	-4:54:5,93089	691
2018-09-01 	23:28:05	-3.03	24.53	20.65	0.705	64	44	38:20:51,6178	-4:54:5,93334	691
2018-09-01 	23:28:06	-3.11	24.51	20.65	0.705	63	45	38:20:51,61607	-4:54:5,93316	691
2018-09-01 	23:28:08	2.43	24.51	20.65	0.705	36	53	38:20:51,61448	-4:54:5,93611	691
2018-09-01 	23:28:09	2.39	24.53	20.25	1.019	43	46	38:20:51,61398	-4:54:5,93726	691
2018-09-01 	23:28:10	2.31	24.53	20.25	1.019	43	46	38:20:51,6138	-4:54:5,93806	691
2018-09-01 	23:28:11	2.31	24.49	20.25	1.019	43	46	38:20:51,61373	-4:54:5,93856	691
2018-09-01 	23:28:12	2.31	24.51	20.25	1.019	42	47	38:20:51,61373	-4:54:5,93881	691
2018-09-01 	23:28:13	2.35	24.51	20.25	1.019	43	47	38:20:51,6138	-4:54:5,93903	691
2018-09-01 	23:28:14	2.39	24.53	20.25	1.019	43	46	38:20:51,61387	-4:54:5,93921	691
2018-09-01 	23:28:15	2.35	24.53	20.25	1.019	42	46	38:20:51,61402	-4:54:5,93935	691
2018-09-01 	23:28:16	2.35	24.51	20.25	1.019	43	47	38:20:51,61409	-4:54:5,9395	691
2018-09-01 	23:28:17	2.39	24.49	20.25	1.019	43	46	38:20:51,6142	-4:54:5,9396	691
2018-09-01 	23:28:18	2.27	24.49	20.25	1.019	40	44	38:20:51,61427	-4:54:5,93971	691
2018-09-01 	23:28:19	7.77	24.51	19.79	1.556	25	49	38:20:51,6143	-4:54:5,93986	691
2018-09-01 	23:28:20	7.79	24.51	19.44	2.148	25	50	38:20:51,61438	-4:54:5,93996	691
2018-09-01 	23:28:21	7.83	24.49	19.44	2.148	26	49	38:20:51,61438	-4:54:5,94007	691
2018-09-01 	23:28:22	7.79	24.53	19.44	2.148	25	50	38:20:51,61438	-4:54:5,94011	691
2018-09-01 	23:28:23	7.79	24.53	19.44	2.148	25	49	38:20:51,61438	-4:54:5,94014	691
2018-09-01 	23:28:24	7.79	24.53	19.44	2.148	25	50	38:20:51,61438	-4:54:5,94014	691
2018-09-01 	23:28:25	7.83	24.51	19.44	2.148	25	49	38:20:51,61441	-4:54:5,94018	691
2018-09-01 	23:28:26	7.77	24.51	19.44	2.148	26	49	38:20:51,61441	-4:54:5,94022	691
2018-09-01 	23:28:27	7.83	24.51	19.44	2.148	26	49	38:20:51,61434	-4:54:5,94025	691
2018-09-01 	23:28:28	7.83	24.51	19.44	2.148	25	50	38:20:51,6143	-4:54:5,94032	691
2018-09-01 	23:28:29	-3.15	24.51	19.87	1.445	65	42	38:20:51,61423	-4:54:5,94036	691
